Ortho_No	Organism1	LncRNA1	LncRNA_Id1	Organism2	LncRNA2
Ortho2905	Human	TCONS_00083043	hsa_TCONS_00083043	Chimp	TCONS_00041410
Ortho2906	Human	TCONS_00083056	hsa_TCONS_00083056	Chimp	TCONS_00041423
Ortho2907	Human	TCONS_00083056	hsa_TCONS_00083056	Chimp	TCONS_00041425
Ortho2908	Human	TCONS_00083057	hsa_TCONS_00083057	Chimp	TCONS_00041423
Ortho2909	Human	TCONS_00083057	hsa_TCONS_00083057	Chimp	TCONS_00041425
Ortho2910	Human	TCONS_00083058	hsa_TCONS_00083058	Chimp	TCONS_00021673
Ortho2911	Human	TCONS_00083058	hsa_TCONS_00083058	Chimp	TCONS_00040526
Ortho2912	Human	TCONS_00083059	hsa_TCONS_00083059	Chimp	TCONS_00021673
Ortho2913	Human	TCONS_00083059	hsa_TCONS_00083059	Chimp	TCONS_00040526
Ortho2914	Human	TCONS_00083060	hsa_TCONS_00083060	Chimp	TCONS_00021673
Ortho2915	Human	TCONS_00083060	hsa_TCONS_00083060	Chimp	TCONS_00040526
Ortho2916	Human	TCONS_00083061	hsa_TCONS_00083061	Chimp	TCONS_00021673
Ortho2917	Human	TCONS_00083061	hsa_TCONS_00083061	Chimp	TCONS_00040526
Ortho2918	Human	TCONS_00083062	hsa_TCONS_00083062	Chimp	TCONS_00041427
Ortho2919	Human	TCONS_00083098	hsa_TCONS_00083098	Chimp	TCONS_00041442
Ortho2920	Human	TCONS_00083101	hsa_TCONS_00083101	Chimp	TCONS_00041442
Ortho2921	Human	TCONS_00083101	hsa_TCONS_00083101	Chimp	TCONS_00041443
Ortho2922	Human	TCONS_00083102	hsa_TCONS_00083102	Chimp	TCONS_00041443
Ortho2923	Human	TCONS_00083117	hsa_TCONS_00083117	Chimp	TCONS_00041445
Ortho2924	Human	TCONS_00083126	hsa_TCONS_00083126	Chimp	TCONS_00041453
Ortho2925	Human	TCONS_00083166	hsa_TCONS_00083166	Chimp	TCONS_00041477
Ortho2926	Human	TCONS_00083190	hsa_TCONS_00083190	Chimp	TCONS_00041490
Ortho2927	Human	TCONS_00083296	hsa_TCONS_00083296	Chimp	TCONS_00041539
Ortho2928	Human	TCONS_00083402	hsa_TCONS_00083402	Chimp	TCONS_00041586
Ortho2929	Human	TCONS_00083491	hsa_TCONS_00083491	Chimp	TCONS_00041642
Ortho2930	Human	TCONS_00083491	hsa_TCONS_00083491	Chimp	TCONS_00041643
Ortho2931	Human	TCONS_00083583	hsa_TCONS_00083583	Chimp	TCONS_00041679
Ortho2932	Human	TCONS_00083584	hsa_TCONS_00083584	Chimp	TCONS_00041680
Ortho2933	Human	TCONS_00083584	hsa_TCONS_00083584	Chimp	TCONS_00041681
Ortho2934	Human	TCONS_00083584	hsa_TCONS_00083584	Chimp	TCONS_00041682
Ortho2935	Human	TCONS_00083721	hsa_TCONS_00083721	Chimp	TCONS_00045313
Ortho2936	Human	TCONS_00083722	hsa_TCONS_00083722	Chimp	TCONS_00041750
Ortho2937	Human	TCONS_00083785	hsa_TCONS_00083785	Chimp	TCONS_00041770
Ortho2938	Human	TCONS_00083816	hsa_TCONS_00083816	Chimp	TCONS_00041789
Ortho2939	Human	TCONS_00083816	hsa_TCONS_00083816	Chimp	TCONS_00041790
Ortho2940	Human	TCONS_00083817	hsa_TCONS_00083817	Chimp	TCONS_00041789
Ortho2941	Human	TCONS_00083817	hsa_TCONS_00083817	Chimp	TCONS_00041790
Ortho2942	Human	TCONS_00083818	hsa_TCONS_00083818	Chimp	TCONS_00041791
Ortho2943	Human	TCONS_00083819	hsa_TCONS_00083819	Chimp	TCONS_00041791
Ortho2944	Human	TCONS_00083820	hsa_TCONS_00083820	Chimp	TCONS_00041791
Ortho2945	Human	TCONS_00083823	hsa_TCONS_00083823	Chimp	TCONS_00041792
Ortho2946	Human	TCONS_00083843	hsa_TCONS_00083843	Chimp	TCONS_00041806
Ortho2947	Human	TCONS_00083895	hsa_TCONS_00083895	Chimp	TCONS_00041830
Ortho2948	Human	TCONS_00083896	hsa_TCONS_00083896	Chimp	TCONS_00041831
Ortho2949	Human	TCONS_00083900	hsa_TCONS_00083900	Chimp	TCONS_00041833
Ortho2950	Human	TCONS_00083901	hsa_TCONS_00083901	Chimp	TCONS_00041833
Ortho2951	Human	TCONS_00083902	hsa_TCONS_00083902	Chimp	TCONS_00041833
Ortho2952	Human	TCONS_00083919	hsa_TCONS_00083919	Chimp	TCONS_00041845
Ortho2953	Human	TCONS_00083920	hsa_TCONS_00083920	Chimp	TCONS_00041847
Ortho2954	Human	TCONS_00083920	hsa_TCONS_00083920	Chimp	TCONS_00041848
Ortho2955	Human	TCONS_00084264	hsa_TCONS_00084264	Chimp	TCONS_00042021
Ortho2956	Human	TCONS_00084264	hsa_TCONS_00084264	Chimp	TCONS_00042022
Ortho2957	Human	TCONS_00084264	hsa_TCONS_00084264	Chimp	TCONS_00042025
Ortho2958	Human	TCONS_00084266	hsa_TCONS_00084266	Chimp	TCONS_00042020
Ortho2959	Human	TCONS_00084267	hsa_TCONS_00084267	Chimp	TCONS_00042020
Ortho2960	Human	TCONS_00084267	hsa_TCONS_00084267	Chimp	TCONS_00042021
Ortho2961	Human	TCONS_00084267	hsa_TCONS_00084267	Chimp	TCONS_00042022
Ortho2962	Human	TCONS_00084267	hsa_TCONS_00084267	Chimp	TCONS_00042025
Ortho2963	Human	TCONS_00084268	hsa_TCONS_00084268	Chimp	TCONS_00042020
Ortho2964	Human	TCONS_00084268	hsa_TCONS_00084268	Chimp	TCONS_00042022
Ortho2965	Human	TCONS_00084268	hsa_TCONS_00084268	Chimp	TCONS_00042025
Ortho2966	Human	TCONS_00084269	hsa_TCONS_00084269	Chimp	TCONS_00042022
Ortho2967	Human	TCONS_00084269	hsa_TCONS_00084269	Chimp	TCONS_00042025
Ortho2968	Human	TCONS_00084282	hsa_TCONS_00084282	Chimp	TCONS_00042031
Ortho2969	Human	TCONS_00084284	hsa_TCONS_00084284	Chimp	TCONS_00042031
Ortho2970	Human	TCONS_00084311	hsa_TCONS_00084311	Chimp	TCONS_00042050
Ortho2971	Human	TCONS_00084352	hsa_TCONS_00084352	Chimp	TCONS_00042084
Ortho2972	Human	TCONS_00084352	hsa_TCONS_00084352	Chimp	TCONS_00042085
Ortho2973	Human	TCONS_00084354	hsa_TCONS_00084354	Chimp	TCONS_00042084
Ortho2974	Human	TCONS_00084354	hsa_TCONS_00084354	Chimp	TCONS_00042085
Ortho2975	Human	TCONS_00084354	hsa_TCONS_00084354	Chimp	TCONS_00042087
Ortho2976	Human	TCONS_00084355	hsa_TCONS_00084355	Chimp	TCONS_00042084
Ortho2977	Human	TCONS_00084355	hsa_TCONS_00084355	Chimp	TCONS_00042085
Ortho2978	Human	TCONS_00084355	hsa_TCONS_00084355	Chimp	TCONS_00042087
Ortho2979	Human	TCONS_00084388	hsa_TCONS_00084388	Chimp	TCONS_00042109
Ortho2980	Human	TCONS_00084428	hsa_TCONS_00084428	Chimp	TCONS_00042131
Ortho2981	Human	TCONS_00084443	hsa_TCONS_00084443	Chimp	TCONS_00042141
Ortho2982	Human	TCONS_00084444	hsa_TCONS_00084444	Chimp	TCONS_00042142
Ortho2983	Human	TCONS_00084463	hsa_TCONS_00084463	Chimp	TCONS_00042154
Ortho2984	Human	TCONS_00084463	hsa_TCONS_00084463	Chimp	TCONS_00042155
Ortho2985	Human	TCONS_00084482	hsa_TCONS_00084482	Chimp	TCONS_00042170
Ortho2986	Human	TCONS_00084488	hsa_TCONS_00084488	Chimp	TCONS_00042176
Ortho2987	Human	TCONS_00084488	hsa_TCONS_00084488	Chimp	TCONS_00042177
Ortho2988	Human	TCONS_00084595	hsa_TCONS_00084595	Chimp	TCONS_00043969
Ortho2989	Human	TCONS_00084596	hsa_TCONS_00084596	Chimp	TCONS_00043969
Ortho2990	Human	TCONS_00084598	hsa_TCONS_00084598	Chimp	TCONS_00043969
Ortho2991	Human	TCONS_00084619	hsa_TCONS_00084619	Chimp	TCONS_00042230
Ortho2992	Human	TCONS_00084620	hsa_TCONS_00084620	Chimp	TCONS_00042230
Ortho2993	Human	TCONS_00084621	hsa_TCONS_00084621	Chimp	TCONS_00042230
Ortho2994	Human	TCONS_00084713	hsa_TCONS_00084713	Chimp	TCONS_00042284
Ortho2995	Human	TCONS_00084714	hsa_TCONS_00084714	Chimp	TCONS_00042284
Ortho2996	Human	TCONS_00084839	hsa_TCONS_00084839	Chimp	TCONS_00042331
Ortho2997	Human	TCONS_00084944	hsa_TCONS_00084944	Chimp	TCONS_00042366
Ortho2998	Human	TCONS_00084944	hsa_TCONS_00084944	Chimp	TCONS_00042367
Ortho2999	Human	TCONS_00084944	hsa_TCONS_00084944	Chimp	TCONS_00042368
Ortho3000	Human	TCONS_00084944	hsa_TCONS_00084944	Chimp	TCONS_00042369
Ortho3001	Human	TCONS_00084945	hsa_TCONS_00084945	Chimp	TCONS_00042366
Ortho3002	Human	TCONS_00084945	hsa_TCONS_00084945	Chimp	TCONS_00042367
Ortho3003	Human	TCONS_00084945	hsa_TCONS_00084945	Chimp	TCONS_00042368
Ortho3004	Human	TCONS_00084945	hsa_TCONS_00084945	Chimp	TCONS_00042369
Ortho3005	Human	TCONS_00084946	hsa_TCONS_00084946	Chimp	TCONS_00042366
Ortho3006	Human	TCONS_00084946	hsa_TCONS_00084946	Chimp	TCONS_00042367
Ortho3007	Human	TCONS_00084946	hsa_TCONS_00084946	Chimp	TCONS_00042368
Ortho3008	Human	TCONS_00084946	hsa_TCONS_00084946	Chimp	TCONS_00042369
Ortho3009	Human	TCONS_00084947	hsa_TCONS_00084947	Chimp	TCONS_00042366
Ortho3010	Human	TCONS_00084947	hsa_TCONS_00084947	Chimp	TCONS_00042367
Ortho3011	Human	TCONS_00084947	hsa_TCONS_00084947	Chimp	TCONS_00042368
Ortho3012	Human	TCONS_00084947	hsa_TCONS_00084947	Chimp	TCONS_00042369
Ortho3013	Human	TCONS_00084950	hsa_TCONS_00084950	Chimp	TCONS_00042366
Ortho3014	Human	TCONS_00084950	hsa_TCONS_00084950	Chimp	TCONS_00042367
Ortho3015	Human	TCONS_00084950	hsa_TCONS_00084950	Chimp	TCONS_00042368
Ortho3016	Human	TCONS_00084950	hsa_TCONS_00084950	Chimp	TCONS_00042369
Ortho3017	Human	TCONS_00084951	hsa_TCONS_00084951	Chimp	TCONS_00042366
Ortho3018	Human	TCONS_00084951	hsa_TCONS_00084951	Chimp	TCONS_00042367
Ortho3019	Human	TCONS_00084951	hsa_TCONS_00084951	Chimp	TCONS_00042368
Ortho3020	Human	TCONS_00084951	hsa_TCONS_00084951	Chimp	TCONS_00042369
Ortho3021	Human	TCONS_00084952	hsa_TCONS_00084952	Chimp	TCONS_00042366
Ortho3022	Human	TCONS_00084952	hsa_TCONS_00084952	Chimp	TCONS_00042367
Ortho3023	Human	TCONS_00084952	hsa_TCONS_00084952	Chimp	TCONS_00042368
Ortho3024	Human	TCONS_00084952	hsa_TCONS_00084952	Chimp	TCONS_00042369
Ortho3025	Human	TCONS_00085014	hsa_TCONS_00085014	Chimp	TCONS_00042399
Ortho3026	Human	TCONS_00085017	hsa_TCONS_00085017	Chimp	TCONS_00042395
Ortho3027	Human	TCONS_00085018	hsa_TCONS_00085018	Chimp	TCONS_00042394
Ortho3028	Human	TCONS_00085039	hsa_TCONS_00085039	Chimp	TCONS_00043695
Ortho3029	Human	TCONS_00085040	hsa_TCONS_00085040	Chimp	TCONS_00043695
Ortho3030	Human	TCONS_00085280	hsa_TCONS_00085280	Chimp	TCONS_00042541
Ortho3031	Human	TCONS_00085540	hsa_TCONS_00085540	Chimp	TCONS_00042664
Ortho3032	Human	TCONS_00085597	hsa_TCONS_00085597	Chimp	TCONS_00044689
Ortho3033	Human	TCONS_00085604	hsa_TCONS_00085604	Chimp	TCONS_00042681
Ortho3034	Human	TCONS_00085683	hsa_TCONS_00085683	Chimp	TCONS_00042718
Ortho3035	Human	TCONS_00085684	hsa_TCONS_00085684	Chimp	TCONS_00042718
Ortho3036	Human	TCONS_00085701	hsa_TCONS_00085701	Chimp	TCONS_00042734
Ortho3037	Human	TCONS_00085702	hsa_TCONS_00085702	Chimp	TCONS_00042735
Ortho3038	Human	TCONS_00085702	hsa_TCONS_00085702	Chimp	TCONS_00042736
Ortho3039	Human	TCONS_00085702	hsa_TCONS_00085702	Chimp	TCONS_00042738
Ortho3040	Human	TCONS_00085703	hsa_TCONS_00085703	Chimp	TCONS_00042739
Ortho3041	Human	TCONS_00085704	hsa_TCONS_00085704	Chimp	TCONS_00042737
Ortho3042	Human	TCONS_00085704	hsa_TCONS_00085704	Chimp	TCONS_00042738
Ortho3043	Human	TCONS_00085704	hsa_TCONS_00085704	Chimp	TCONS_00042739
Ortho3044	Human	TCONS_00085705	hsa_TCONS_00085705	Chimp	TCONS_00042735
Ortho3045	Human	TCONS_00085705	hsa_TCONS_00085705	Chimp	TCONS_00042736
Ortho3046	Human	TCONS_00085713	hsa_TCONS_00085713	Chimp	TCONS_00042749
Ortho3047	Human	TCONS_00085793	hsa_TCONS_00085793	Chimp	TCONS_00042795
Ortho3048	Human	TCONS_00085793	hsa_TCONS_00085793	Chimp	TCONS_00042796
Ortho3049	Human	TCONS_00085822	hsa_TCONS_00085822	Chimp	TCONS_00001200
Ortho3050	Human	TCONS_00085822	hsa_TCONS_00085822	Chimp	TCONS_00004500
Ortho3051	Human	TCONS_00085822	hsa_TCONS_00085822	Chimp	TCONS_00010207
Ortho3052	Human	TCONS_00085822	hsa_TCONS_00085822	Chimp	TCONS_00015468
Ortho3053	Human	TCONS_00085822	hsa_TCONS_00085822	Chimp	TCONS_00031615
Ortho3054	Human	TCONS_00085855	hsa_TCONS_00085855	Chimp	TCONS_00042823
Ortho3055	Human	TCONS_00085855	hsa_TCONS_00085855	Chimp	TCONS_00042824
Ortho3056	Human	TCONS_00085855	hsa_TCONS_00085855	Chimp	TCONS_00042825
Ortho3057	Human	TCONS_00085855	hsa_TCONS_00085855	Chimp	TCONS_00042826
Ortho3058	Human	TCONS_00085855	hsa_TCONS_00085855	Chimp	TCONS_00042827
Ortho3059	Human	TCONS_00085856	hsa_TCONS_00085856	Chimp	TCONS_00042823
Ortho3060	Human	TCONS_00085856	hsa_TCONS_00085856	Chimp	TCONS_00042824
Ortho3061	Human	TCONS_00085856	hsa_TCONS_00085856	Chimp	TCONS_00042825
Ortho3062	Human	TCONS_00085856	hsa_TCONS_00085856	Chimp	TCONS_00042826
Ortho3063	Human	TCONS_00085856	hsa_TCONS_00085856	Chimp	TCONS_00042827
Ortho3064	Human	TCONS_00085857	hsa_TCONS_00085857	Chimp	TCONS_00042824
Ortho3065	Human	TCONS_00085857	hsa_TCONS_00085857	Chimp	TCONS_00042825
Ortho3066	Human	TCONS_00085857	hsa_TCONS_00085857	Chimp	TCONS_00042828
Ortho3067	Human	TCONS_00085858	hsa_TCONS_00085858	Chimp	TCONS_00042824
Ortho3068	Human	TCONS_00085858	hsa_TCONS_00085858	Chimp	TCONS_00042826
Ortho3069	Human	TCONS_00085858	hsa_TCONS_00085858	Chimp	TCONS_00042827
Ortho3070	Human	TCONS_00085858	hsa_TCONS_00085858	Chimp	TCONS_00042828
Ortho3071	Human	TCONS_00085864	hsa_TCONS_00085864	Chimp	TCONS_00042831
Ortho3072	Human	TCONS_00085864	hsa_TCONS_00085864	Chimp	TCONS_00042832
Ortho3073	Human	TCONS_00085864	hsa_TCONS_00085864	Chimp	TCONS_00042833
Ortho3074	Human	TCONS_00085865	hsa_TCONS_00085865	Chimp	TCONS_00042831
Ortho3075	Human	TCONS_00085865	hsa_TCONS_00085865	Chimp	TCONS_00042832
Ortho3076	Human	TCONS_00085883	hsa_TCONS_00085883	Chimp	TCONS_00042853
Ortho3077	Human	TCONS_00085884	hsa_TCONS_00085884	Chimp	TCONS_00042852
Ortho3078	Human	TCONS_00085884	hsa_TCONS_00085884	Chimp	TCONS_00042853
Ortho3079	Human	TCONS_00085885	hsa_TCONS_00085885	Chimp	TCONS_00042853
Ortho3080	Human	TCONS_00085886	hsa_TCONS_00085886	Chimp	TCONS_00042853
Ortho3081	Human	TCONS_00085922	hsa_TCONS_00085922	Chimp	TCONS_00042877
Ortho3082	Human	TCONS_00085956	hsa_TCONS_00085956	Chimp	TCONS_00042900
Ortho3083	Human	TCONS_00085981	hsa_TCONS_00085981	Chimp	TCONS_00042909
Ortho3084	Human	TCONS_00085981	hsa_TCONS_00085981	Chimp	TCONS_00042910
Ortho3085	Human	TCONS_00085981	hsa_TCONS_00085981	Chimp	TCONS_00042911
Ortho3086	Human	TCONS_00085982	hsa_TCONS_00085982	Chimp	TCONS_00042909
Ortho3087	Human	TCONS_00085982	hsa_TCONS_00085982	Chimp	TCONS_00042910
Ortho3088	Human	TCONS_00085982	hsa_TCONS_00085982	Chimp	TCONS_00042911
Ortho3089	Human	TCONS_00085984	hsa_TCONS_00085984	Chimp	TCONS_00042909
Ortho3090	Human	TCONS_00085984	hsa_TCONS_00085984	Chimp	TCONS_00042910
Ortho3091	Human	TCONS_00085984	hsa_TCONS_00085984	Chimp	TCONS_00042911
Ortho3092	Human	TCONS_00085987	hsa_TCONS_00085987	Chimp	TCONS_00042913
Ortho3093	Human	TCONS_00085994	hsa_TCONS_00085994	Chimp	TCONS_00042915
Ortho3094	Human	TCONS_00086002	hsa_TCONS_00086002	Chimp	TCONS_00042923
Ortho3095	Human	TCONS_00086006	hsa_TCONS_00086006	Chimp	TCONS_00042926
Ortho3096	Human	TCONS_00086010	hsa_TCONS_00086010	Chimp	TCONS_00042930
Ortho3097	Human	TCONS_00086010	hsa_TCONS_00086010	Chimp	TCONS_00042931
Ortho3098	Human	TCONS_00086026	hsa_TCONS_00086026	Chimp	TCONS_00010310
Ortho3099	Human	TCONS_00086026	hsa_TCONS_00086026	Chimp	TCONS_00042941
Ortho3100	Human	TCONS_00086027	hsa_TCONS_00086027	Chimp	TCONS_00042941
Ortho3101	Human	TCONS_00086028	hsa_TCONS_00086028	Chimp	TCONS_00042941
Ortho3102	Human	TCONS_00086079	hsa_TCONS_00086079	Chimp	TCONS_00042979
Ortho3103	Human	TCONS_00086083	hsa_TCONS_00086083	Chimp	TCONS_00042985
Ortho3104	Human	TCONS_00086112	hsa_TCONS_00086112	Chimp	TCONS_00042999
Ortho3105	Human	TCONS_00086198	hsa_TCONS_00086198	Chimp	TCONS_00043037
Ortho3106	Human	TCONS_00086206	hsa_TCONS_00086206	Chimp	TCONS_00043042
Ortho3107	Human	TCONS_00086235	hsa_TCONS_00086235	Chimp	TCONS_00043054
Ortho3108	Human	TCONS_00086266	hsa_TCONS_00086266	Chimp	TCONS_00043078
Ortho3109	Human	TCONS_00086285	hsa_TCONS_00086285	Chimp	TCONS_00043089
Ortho3110	Human	TCONS_00086285	hsa_TCONS_00086285	Chimp	TCONS_00043091
Ortho3111	Human	TCONS_00086369	hsa_TCONS_00086369	Chimp	TCONS_00043143
Ortho3112	Human	TCONS_00086408	hsa_TCONS_00086408	Chimp	TCONS_00043164
Ortho3113	Human	TCONS_00086479	hsa_TCONS_00086479	Chimp	TCONS_00043205
Ortho3114	Human	TCONS_00086479	hsa_TCONS_00086479	Chimp	TCONS_00043207
Ortho3115	Human	TCONS_00086479	hsa_TCONS_00086479	Chimp	TCONS_00043211
Ortho3116	Human	TCONS_00086480	hsa_TCONS_00086480	Chimp	TCONS_00043205
Ortho3117	Human	TCONS_00086480	hsa_TCONS_00086480	Chimp	TCONS_00043207
Ortho3118	Human	TCONS_00086480	hsa_TCONS_00086480	Chimp	TCONS_00043211
Ortho3119	Human	TCONS_00086498	hsa_TCONS_00086498	Chimp	TCONS_00043225
Ortho3120	Human	TCONS_00086529	hsa_TCONS_00086529	Chimp	TCONS_00043251
Ortho3121	Human	TCONS_00086549	hsa_TCONS_00086549	Chimp	TCONS_00043261
Ortho3122	Human	TCONS_00086552	hsa_TCONS_00086552	Chimp	TCONS_00043265
Ortho3123	Human	TCONS_00086552	hsa_TCONS_00086552	Chimp	TCONS_00043266
Ortho3124	Human	TCONS_00086553	hsa_TCONS_00086553	Chimp	TCONS_00043265
Ortho3125	Human	TCONS_00086553	hsa_TCONS_00086553	Chimp	TCONS_00043266
Ortho3126	Human	TCONS_00086594	hsa_TCONS_00086594	Chimp	TCONS_00043291
Ortho3127	Human	TCONS_00086622	hsa_TCONS_00086622	Chimp	TCONS_00021473
Ortho3128	Human	TCONS_00086627	hsa_TCONS_00086627	Chimp	TCONS_00043326
Ortho3129	Human	TCONS_00086630	hsa_TCONS_00086630	Chimp	TCONS_00043332
Ortho3130	Human	TCONS_00086773	hsa_TCONS_00086773	Chimp	TCONS_00043405
Ortho3131	Human	TCONS_00086782	hsa_TCONS_00086782	Chimp	TCONS_00043421
Ortho3132	Human	TCONS_00086791	hsa_TCONS_00086791	Chimp	TCONS_00043425
Ortho3133	Human	TCONS_00086791	hsa_TCONS_00086791	Chimp	TCONS_00043426
Ortho3134	Human	TCONS_00086862	hsa_TCONS_00086862	Chimp	TCONS_00043467
Ortho3135	Human	TCONS_00086862	hsa_TCONS_00086862	Chimp	TCONS_00043470
Ortho3136	Human	TCONS_00086862	hsa_TCONS_00086862	Chimp	TCONS_00043471
Ortho3137	Human	TCONS_00086863	hsa_TCONS_00086863	Chimp	TCONS_00043467
Ortho3138	Human	TCONS_00086863	hsa_TCONS_00086863	Chimp	TCONS_00043470
Ortho3139	Human	TCONS_00086863	hsa_TCONS_00086863	Chimp	TCONS_00043471
Ortho3140	Human	TCONS_00086913	hsa_TCONS_00086913	Chimp	TCONS_00043497
Ortho3141	Human	TCONS_00086946	hsa_TCONS_00086946	Chimp	TCONS_00043512
Ortho3142	Human	TCONS_00086946	hsa_TCONS_00086946	Chimp	TCONS_00043513
Ortho3143	Human	TCONS_00086950	hsa_TCONS_00086950	Chimp	TCONS_00043514
Ortho3144	Human	TCONS_00087009	hsa_TCONS_00087009	Chimp	TCONS_00043550
Ortho3145	Human	TCONS_00087017	hsa_TCONS_00087017	Chimp	TCONS_00043556
Ortho3146	Human	TCONS_00087020	hsa_TCONS_00087020	Chimp	TCONS_00043555
Ortho3147	Human	TCONS_00087020	hsa_TCONS_00087020	Chimp	TCONS_00043556
Ortho3148	Human	TCONS_00087088	hsa_TCONS_00087088	Chimp	TCONS_00043588
Ortho3149	Human	TCONS_00087088	hsa_TCONS_00087088	Chimp	TCONS_00043590
Ortho3150	Human	TCONS_00087088	hsa_TCONS_00087088	Chimp	TCONS_00043591
Ortho3151	Human	TCONS_00087127	hsa_TCONS_00087127	Chimp	TCONS_00043609
Ortho3152	Human	TCONS_00087353	hsa_TCONS_00087353	Chimp	TCONS_00043709
Ortho3153	Human	TCONS_00087467	hsa_TCONS_00087467	Chimp	TCONS_00042481
Ortho3154	Human	TCONS_00087546	hsa_TCONS_00087546	Chimp	TCONS_00043821
Ortho3155	Human	TCONS_00087547	hsa_TCONS_00087547	Chimp	TCONS_00043821
Ortho3156	Human	TCONS_00087694	hsa_TCONS_00087694	Chimp	TCONS_00043883
Ortho3157	Human	TCONS_00087723	hsa_TCONS_00087723	Chimp	TCONS_00043908
Ortho3158	Human	TCONS_00087724	hsa_TCONS_00087724	Chimp	TCONS_00043908
Ortho3159	Human	TCONS_00087725	hsa_TCONS_00087725	Chimp	TCONS_00043908
Ortho3160	Human	TCONS_00087831	hsa_TCONS_00087831	Chimp	TCONS_00043966
Ortho3161	Human	TCONS_00087835	hsa_TCONS_00087835	Chimp	TCONS_00043969
Ortho3162	Human	TCONS_00087863	hsa_TCONS_00087863	Chimp	TCONS_00014796
Ortho3163	Human	TCONS_00087877	hsa_TCONS_00087877	Chimp	TCONS_00043989
Ortho3164	Human	TCONS_00087909	hsa_TCONS_00087909	Chimp	TCONS_00044014
Ortho3165	Human	TCONS_00087917	hsa_TCONS_00087917	Chimp	TCONS_00044020
Ortho3166	Human	TCONS_00087917	hsa_TCONS_00087917	Chimp	TCONS_00044021
Ortho3167	Human	TCONS_00088013	hsa_TCONS_00088013	Chimp	TCONS_00044088
Ortho3168	Human	TCONS_00088013	hsa_TCONS_00088013	Chimp	TCONS_00044089
Ortho3169	Human	TCONS_00088015	hsa_TCONS_00088015	Chimp	TCONS_00044088
Ortho3170	Human	TCONS_00088015	hsa_TCONS_00088015	Chimp	TCONS_00044089
Ortho3171	Human	TCONS_00088016	hsa_TCONS_00088016	Chimp	TCONS_00044088
Ortho3172	Human	TCONS_00088016	hsa_TCONS_00088016	Chimp	TCONS_00044089
Ortho3173	Human	TCONS_00088052	hsa_TCONS_00088052	Chimp	TCONS_00042803
Ortho3174	Human	TCONS_00088052	hsa_TCONS_00088052	Chimp	TCONS_00044109
Ortho3175	Human	TCONS_00088053	hsa_TCONS_00088053	Chimp	TCONS_00042803
Ortho3176	Human	TCONS_00088053	hsa_TCONS_00088053	Chimp	TCONS_00044109
Ortho3177	Human	TCONS_00088054	hsa_TCONS_00088054	Chimp	TCONS_00042803
Ortho3178	Human	TCONS_00088054	hsa_TCONS_00088054	Chimp	TCONS_00044109
Ortho3179	Human	TCONS_00088082	hsa_TCONS_00088082	Chimp	TCONS_00044125
Ortho3180	Human	TCONS_00088083	hsa_TCONS_00088083	Chimp	TCONS_00044125
Ortho3181	Human	TCONS_00088085	hsa_TCONS_00088085	Chimp	TCONS_00044126
Ortho3182	Human	TCONS_00088086	hsa_TCONS_00088086	Chimp	TCONS_00044126
Ortho3183	Human	TCONS_00088090	hsa_TCONS_00088090	Chimp	TCONS_00044130
Ortho3184	Human	TCONS_00088090	hsa_TCONS_00088090	Chimp	TCONS_00044131
Ortho3185	Human	TCONS_00088091	hsa_TCONS_00088091	Chimp	TCONS_00044136
Ortho3186	Human	TCONS_00088266	hsa_TCONS_00088266	Chimp	TCONS_00044212
Ortho3187	Human	TCONS_00088267	hsa_TCONS_00088267	Chimp	TCONS_00044214
Ortho3188	Human	TCONS_00088282	hsa_TCONS_00088282	Chimp	TCONS_00044226
Ortho3189	Human	TCONS_00088403	hsa_TCONS_00088403	Chimp	TCONS_00044293
Ortho3190	Human	TCONS_00088531	hsa_TCONS_00088531	Chimp	TCONS_00044370
Ortho3191	Human	TCONS_00088532	hsa_TCONS_00088532	Chimp	TCONS_00044370
Ortho3192	Human	TCONS_00088533	hsa_TCONS_00088533	Chimp	TCONS_00044370
Ortho3193	Human	TCONS_00088534	hsa_TCONS_00088534	Chimp	TCONS_00044370
Ortho3194	Human	TCONS_00088536	hsa_TCONS_00088536	Chimp	TCONS_00044371
Ortho3195	Human	TCONS_00088555	hsa_TCONS_00088555	Chimp	TCONS_00044381
Ortho3196	Human	TCONS_00088556	hsa_TCONS_00088556	Chimp	TCONS_00044381
Ortho3197	Human	TCONS_00088653	hsa_TCONS_00088653	Chimp	TCONS_00044409
Ortho3198	Human	TCONS_00088657	hsa_TCONS_00088657	Chimp	TCONS_00044411
Ortho3199	Human	TCONS_00088723	hsa_TCONS_00088723	Chimp	TCONS_00044437
Ortho3200	Human	TCONS_00088723	hsa_TCONS_00088723	Chimp	TCONS_00044438
Ortho3201	Human	TCONS_00088723	hsa_TCONS_00088723	Chimp	TCONS_00044439
Ortho3202	Human	TCONS_00088723	hsa_TCONS_00088723	Chimp	TCONS_00044440
Ortho3203	Human	TCONS_00088724	hsa_TCONS_00088724	Chimp	TCONS_00044437
Ortho3204	Human	TCONS_00088724	hsa_TCONS_00088724	Chimp	TCONS_00044438
Ortho3205	Human	TCONS_00088724	hsa_TCONS_00088724	Chimp	TCONS_00044439
Ortho3206	Human	TCONS_00088724	hsa_TCONS_00088724	Chimp	TCONS_00044440
Ortho3207	Human	TCONS_00088728	hsa_TCONS_00088728	Chimp	TCONS_00044449
